Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,Instrument,latitude_and_longitude,Library Name,LibraryLayout,LibrarySelection,LibrarySource,local-scale_environmental_context,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,unique_id,isolation_source
SRR35904084,RNA-Seq,302,405549024026,PRJNA1247874,SAMN52958985,Metagenome or environmental,wastewater,121380796470,UNIVERSITY OF MISSOURI,2024-03-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953326,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240305,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T19:07:00Z,2,Columbia_MO_20240305,SRP577320,,wastewater
SRR35904085,RNA-Seq,302,368331252518,PRJNA1247874,SAMN52958984,Metagenome or environmental,wastewater,112655282072,UNIVERSITY OF MISSOURI,2024-02-27,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953325,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240227,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T18:22:00Z,2,Columbia_MO_20240227,SRP577320,,wastewater
SRR35904088,RNA-Seq,302,465905662564,PRJNA1247874,SAMN52958982,Metagenome or environmental,wastewater,153202867368,UNIVERSITY OF MISSOURI,2024-02-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953322,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240213,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T23:02:00Z,2,Columbia_MO_20240213,SRP577320,,wastewater
SRR35917716,RNA-Seq,302,211334446370,PRJNA1247874,SAMN53034978,Metagenome or environmental,wastewater,47041233866,UNIVERSITY OF MISSOURI,2025-03-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967030,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250311,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-14T00:00:00Z,2025-11-14T23:58:00Z,2,Columbia_MO_20250311,SRP577320,,wastewater
SRR35917717,RNA-Seq,302,293494775510,PRJNA1247874,SAMN53034977,Metagenome or environmental,wastewater,70722266613,UNIVERSITY OF MISSOURI,2025-03-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967029,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250304,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T16:59:00Z,2,Columbia_MO_20250304,SRP577320,,wastewater
SRR35917718,RNA-Seq,302,272153841018,PRJNA1247874,SAMN53034976,Metagenome or environmental,wastewater,57504542561,UNIVERSITY OF MISSOURI,2025-02-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967028,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250225,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T16:37:00Z,2,Columbia_MO_20250225,SRP577320,,wastewater
SRR35917719,RNA-Seq,302,313281215436,PRJNA1247874,SAMN53034975,Metagenome or environmental,wastewater,71490592549,UNIVERSITY OF MISSOURI,2025-02-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967027,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250218,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T20:34:00Z,2,Columbia_MO_20250218,SRP577320,,wastewater
SRR35917720,RNA-Seq,302,285061665600,PRJNA1247874,SAMN53034974,Metagenome or environmental,wastewater,61542401478,UNIVERSITY OF MISSOURI,2025-02-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967026,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250211,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T20:46:00Z,2,Columbia_MO_20250211,SRP577320,,wastewater
SRR35917721,RNA-Seq,302,277349549886,PRJNA1247874,SAMN53034973,Metagenome or environmental,wastewater,59272029263,UNIVERSITY OF MISSOURI,2025-02-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967025,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250204,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T21:09:00Z,2,Columbia_MO_20250204,SRP577320,,wastewater
SRR35917722,RNA-Seq,302,210064770118,PRJNA1247874,SAMN53034972,Metagenome or environmental,wastewater,32160629865,UNIVERSITY OF MISSOURI,2025-01-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967024,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250128,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-15T00:00:00Z,2025-11-15T00:14:00Z,2,Columbia_MO_20250128,SRP577320,,wastewater
SRR35917723,RNA-Seq,302,500870248916,PRJNA1247874,SAMN53034993,Metagenome or environmental,wastewater,74871501975,UNIVERSITY OF MISSOURI,2025-06-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967023,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250624,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T01:21:00Z,2,Columbia_MO_20250624,SRP577320,,wastewater
SRR35917724,RNA-Seq,302,481373246092,PRJNA1247874,SAMN53034992,Metagenome or environmental,wastewater,68741940299,UNIVERSITY OF MISSOURI,2025-06-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967022,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250617,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T01:42:00Z,2,Columbia_MO_20250617,SRP577320,,wastewater
SRR35917725,RNA-Seq,302,449028124388,PRJNA1247874,SAMN53034991,Metagenome or environmental,wastewater,76735861707,UNIVERSITY OF MISSOURI,2025-06-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967021,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250610,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T02:45:00Z,2,Columbia_MO_20250610,SRP577320,,wastewater
SRR35917726,RNA-Seq,302,350857455810,PRJNA1247874,SAMN53034990,Metagenome or environmental,wastewater,63776280174,UNIVERSITY OF MISSOURI,2025-06-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967020,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250603,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T00:52:00Z,2,Columbia_MO_20250603,SRP577320,,wastewater
SRR35917727,RNA-Seq,302,297156741440,PRJNA1247874,SAMN53034989,Metagenome or environmental,wastewater,53333183924,UNIVERSITY OF MISSOURI,2025-05-27,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967019,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250527,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T23:48:00Z,2,Columbia_MO_20250527,SRP577320,,wastewater
SRR35917728,RNA-Seq,302,264532874038,PRJNA1247874,SAMN53034971,Metagenome or environmental,wastewater,40097709823,UNIVERSITY OF MISSOURI,2025-01-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967018,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250121,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-14T00:00:00Z,2025-11-14T23:15:00Z,2,Columbia_MO_20250121,SRP577320,,wastewater
SRR35917729,RNA-Seq,302,298609195944,PRJNA1247874,SAMN53034988,Metagenome or environmental,wastewater,83028008234,UNIVERSITY OF MISSOURI,2025-05-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967017,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250520,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T08:52:00Z,2,Columbia_MO_20250520,SRP577320,,wastewater
SRR35917730,RNA-Seq,302,280019989416,PRJNA1247874,SAMN53034987,Metagenome or environmental,wastewater,41203499656,UNIVERSITY OF MISSOURI,2025-05-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967016,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250513,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T23:36:00Z,2,Columbia_MO_20250513,SRP577320,,wastewater
SRR35917731,RNA-Seq,302,209516864504,PRJNA1247874,SAMN53034986,Metagenome or environmental,wastewater,47752357189,UNIVERSITY OF MISSOURI,2025-05-06,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967015,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250506,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-15T00:00:00Z,2025-11-15T00:18:00Z,2,Columbia_MO_20250506,SRP577320,,wastewater
SRR35917732,RNA-Seq,302,189601792812,PRJNA1247874,SAMN53034985,Metagenome or environmental,wastewater,43619566429,UNIVERSITY OF MISSOURI,2025-04-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967014,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250429,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-16T00:00:00Z,2025-11-16T14:05:00Z,2,Columbia_MO_20250429,SRP577320,,wastewater
SRR35917733,RNA-Seq,302,194831736400,PRJNA1247874,SAMN53034984,Metagenome or environmental,wastewater,50081782292,UNIVERSITY OF MISSOURI,2025-04-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967013,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250422,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-16T00:00:00Z,2025-11-16T20:03:00Z,2,Columbia_MO_20250422,SRP577320,,wastewater
SRR35917734,RNA-Seq,302,326146830988,PRJNA1247874,SAMN53034983,Metagenome or environmental,wastewater,72089824502,UNIVERSITY OF MISSOURI,2025-04-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967012,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250415,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T02:35:00Z,2,Columbia_MO_20250415,SRP577320,,wastewater
SRR35917735,RNA-Seq,302,317533308090,PRJNA1247874,SAMN53034982,Metagenome or environmental,wastewater,64396387053,UNIVERSITY OF MISSOURI,2025-04-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967011,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250408,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T02:30:00Z,2,Columbia_MO_20250408,SRP577320,,wastewater
SRR35917736,RNA-Seq,302,241914404650,PRJNA1247874,SAMN53034981,Metagenome or environmental,wastewater,53533753238,UNIVERSITY OF MISSOURI,2025-04-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967010,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250401,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-15T00:00:00Z,2025-11-15T00:02:00Z,2,Columbia_MO_20250401,SRP577320,,wastewater
SRR35917737,RNA-Seq,302,204628285408,PRJNA1247874,SAMN53034980,Metagenome or environmental,wastewater,43786119739,UNIVERSITY OF MISSOURI,2025-03-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967009,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250326,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-15T00:00:00Z,2025-11-15T00:14:00Z,2,Columbia_MO_20250326,SRP577320,,wastewater
SRR35917738,RNA-Seq,302,295789705220,PRJNA1247874,SAMN53034979,Metagenome or environmental,wastewater,62879096609,UNIVERSITY OF MISSOURI,2025-03-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967008,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250318,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T03:43:00Z,2,Columbia_MO_20250318,SRP577320,,wastewater
SRR35917739,RNA-Seq,302,238503525144,PRJNA1247874,SAMN53034970,Metagenome or environmental,wastewater,37794600964,UNIVERSITY OF MISSOURI,2025-01-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967007,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250114,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-15T00:00:00Z,2025-11-15T05:31:00Z,2,Columbia_MO_20250114,SRP577320,,wastewater
SRR35917740,RNA-Seq,302,327146123016,PRJNA1247874,SAMN53034969,Metagenome or environmental,wastewater,59035076637,UNIVERSITY OF MISSOURI,2025-01-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30967006,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20250107,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-31T00:00:00Z,2025-12-31T03:34:00Z,2,Columbia_MO_20250107,SRP577320,,wastewater
SRR35904045,RNA-Seq,302,249710267984,PRJNA1247874,SAMN52958977,Metagenome or environmental,wastewater,88464909824,UNIVERSITY OF MISSOURI,2024-01-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953365,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240109_part3,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-12T00:00:00Z,2025-12-12T23:48:00Z,2,Columbia_MO_20240109,SRP577320,,wastewater
SRR35904056,RNA-Seq,302,249710267984,PRJNA1247874,SAMN52958977,Metagenome or environmental,wastewater,88464737538,UNIVERSITY OF MISSOURI,2024-01-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953354,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240109_part2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-18T00:00:00Z,2025-11-18T08:42:00Z,2,Columbia_MO_20240109,SRP577320,,wastewater
SRR35904059,RNA-Seq,302,286503145122,PRJNA1247874,SAMN52959005,Metagenome or environmental,wastewater,94182307554,UNIVERSITY OF MISSOURI,2024-07-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953351,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20240723_part2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T05:14:00Z,2,Columbia_MO_20240723,SRP577320,,wastewater
SRR35904060,RNA-Seq,302,286503145122,PRJNA1247874,SAMN52959005,Metagenome or environmental,wastewater,94182035057,UNIVERSITY OF MISSOURI,2024-07-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953350,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20240723_part1,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T05:30:00Z,2,Columbia_MO_20240723,SRP577320,,wastewater
SRR35904063,RNA-Seq,302,296179717684,PRJNA1247874,SAMN52959002,Metagenome or environmental,wastewater,93037294498,UNIVERSITY OF MISSOURI,2024-07-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953347,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20240702_part2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T08:00:00Z,2,Columbia_MO_20240702,SRP577320,,wastewater
SRR35904064,RNA-Seq,302,296179717986,PRJNA1247874,SAMN52959002,Metagenome or environmental,wastewater,93037340520,UNIVERSITY OF MISSOURI,2024-07-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953346,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq X,38.9222 N 92.4087 W,Columbia_MO_20240702_part1,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T07:57:00Z,2,Columbia_MO_20240702,SRP577320,,wastewater
SRR35904067,RNA-Seq,302,249710268286,PRJNA1247874,SAMN52958977,Metagenome or environmental,wastewater,88464705855,UNIVERSITY OF MISSOURI,2024-01-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953343,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240109_part1,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-13T00:00:00Z,2025-12-13T02:04:00Z,2,Columbia_MO_20240109,SRP577320,,wastewater
SRR35904076,RNA-Seq,302,189310983422,PRJNA1247874,SAMN52958991,Metagenome or environmental,wastewater,67191992383,UNIVERSITY OF MISSOURI,2024-04-16,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953334,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240416_part2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-15T00:00:00Z,2025-11-15T04:15:00Z,2,Columbia_MO_20240416,SRP577320,,wastewater
SRR35904077,RNA-Seq,302,189310983724,PRJNA1247874,SAMN52958991,Metagenome or environmental,wastewater,67191888817,UNIVERSITY OF MISSOURI,2024-04-16,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953333,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240416_part1,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-11-16T00:00:00Z,2025-11-16T14:27:00Z,2,Columbia_MO_20240416,SRP577320,,wastewater
SRR35904078,RNA-Seq,302,264521706078,PRJNA1247874,SAMN52958976,Metagenome or environmental,wastewater,94190187086,UNIVERSITY OF MISSOURI,2024-01-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953332,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240102_part3,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-30T00:00:00Z,2025-12-30T17:12:00Z,2,Columbia_MO_20240102,SRP577320,,wastewater
SRR35904086,RNA-Seq,302,216683797134,PRJNA1247874,SAMN52958983,Metagenome or environmental,wastewater,80439192844,UNIVERSITY OF MISSOURI,2024-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX30953324,USA,North America,"USA: Columbia Wastewater Treatment Plant, MO",Illumina NovaSeq 6000,38.9222 N 92.4087 W,Columbia_MO_20240220_part2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2025-12-13T00:00:00Z,2025-12-13T01:48:00Z,2,Columbia_MO_20240220,SRP577320,,wastewater
